kode_lelang,nama_lelang,kode_rup,tanggal_pembuatan,keterangan,tahapan_lelang,instansi,satuan_kerja,kategori,metode_pengadaan,metode_kualifikasi,metode_dokumen,metode_evaluasi,tahun_anggaran,tahun,pagu,hps,cara_pembayaran,pembebanan_ta,sumber_pendanaan,lokasi,kualifikasi_usaha,peserta_lelang,agency,satker,nama_pemenang,alamat,npwp,hasil_negosiasi,harga_penawaran,harga_terkoreksi,gagal_lelang
4349260,Pembangunan Jembatan Cibodas,12322287,2017-07-17,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,1080564116,938500694,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,45,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV. FIMOS KARYA,Komp. Pasir Jati Jl. Pasir Jati Utama C 145 Desa Jatiendah Kecamatan Cilengkrang  - Bandung (Kab.) - Jawa Barat,02.564.159.8-444.000,NA,815000000,81777093717,Tidak
4298260,"Peningkatan Jl. Sarikaso IV, V, dan VII",12122978,2017-06-22,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,709040000,587165000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,53,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,TARA GITA LOKA,Jl. Bakti II No. 11  - Bandung (Kota) - Jawa Barat,75.705.621.3-422.000,NA,492234500,491794000,Tidak
4414260,Pembangunan Trotoar Jl. Hariang Banga,12351673,2017-08-01,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,819944000,699492000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Wilayah Cibeunying Kota Bandung - Bandung (Kota),Perusahaan Kecil,52,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV  KARYA SETIA,JL. SUKASIRNA NO. 178 PADASUKA BANDUNG  - Bandung (Kota) - Jawa Barat,01.455.876.1-423.000,NA,638355000,638355000,Tidak
4587260,Pembangunan Trotoar Safety Road II (Alun-alun Timur Simpang Jl. Asia Afrika),12599972,2017-09-21,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017   ,2017,1048798000,943941000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Wilayah Cibeunying Kota Bandung - Bandung (Kota),Perusahaan Kecil,34,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV. PATEN WASTU MANDIRI,Jl. Pasanggrahan IV No. 7 Bandung  - Bandung (Kota) - Jawa Barat,31.716.180.0-429.000,NA,832017000,832016000,Tidak
4504260,Belanja Bahan Baku Bangunan UPT Cibeunying,12888386,2017-08-25,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pengadaan Barang,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,518103000,418796700,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,UPT CIBEUNYING DPU - Bandung (Kota),Perusahaan Kecil,30,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV.SEDERHANA,JL.GEGERKALONG TENGAH NO.71/173B  - Bandung (Kota) - Jawa Barat,01.482.761.2-423.000,NA,323856500,323856500,Tidak
4295260,Peningkatan Jl. Salendro Raya,12122952,2017-06-22,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,567062000,469597000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,65,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,TARA GITA LOKA,Jl. Bakti II No. 11  - Bandung (Kota) - Jawa Barat,75.705.621.3-422.000,NA,389344000,389344000,Tidak
4307260,"Peningkatan Jl. Bahagia Permai IV, VII dan Jl. Bunga Bakung Raya",12123070,2017-06-22,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,729089800,638926000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,89,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV. CITRA RAYA,Jl. Kurdi Timur No. 23  - Bandung (Kota) - Jawa Barat,01.665.742.1-422.000,NA,613821000,613819000,Tidak
4300260,Peningkatan Jl. Babakan Jeruk III,12123005,2017-06-22,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,430077000,342410000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,70,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV PLANET PRODUCTION,CIBEUNYING PERMAI I NO. 19 BANDUNG  - Bandung (Kota) - Jawa Barat,02.481.025.1-423.000,NA,296898500,296898000,Tidak
4299260,Peningkatan Jl. Sukaasih Raya,12123101,2017-06-22,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,534315000,448421000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,66,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV. MANDIRI JAYA ABADI,Jl. Mohamad Damin No. 11 Cipadung - Cibiru Bandung  - Bandung (Kota) - Jawa Barat,03.335.363.2-429.000,NA,394208000,394208000,Tidak
4521260,Pembangunan Jalan Tembus Stadion Gelora Bandung Lautan Api (GBLA),12852220,2017-08-30,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,975024000,892059673,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Wilayah Gedebage - Bandung (Kota),Perusahaan Kecil,50,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,cv. bahtera laju,Jl. Kiara Sari V No.33  - Bandung (Kota) - Jawa Barat,01.427.462.5-424.000,NA,762384000,762384000,Tidak
4305260,Peningkatan Jl. Semar,12123040,2017-06-22,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,391183000,308253000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,73,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV. GILANG KARYA PERSADA,JL. SUKAASIH NO. 7 BANDUNG  - Bandung (Kota) - Jawa Barat,02.244.038.2-428.000,NA,274129000,274129000,Tidak
4303260,Peningkatan Jl. Terusan Cibogo Atas,12123021,2017-06-22,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,343078000,270954000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,53,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV. Duta Sentosa Mandiri,Jl. Situgunting Barat No.37  - Bandung (Kota) - Jawa Barat,66.165.237.0-422.000,NA,226000000,226868000,Tidak
4296260,Peningkatan Jl. Batu Kencana,12122964,2017-06-22,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,389285000,321856000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,58,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV. Duta Sentosa Mandiri,Jl. Situgunting Barat No.37  - Bandung (Kota) - Jawa Barat,66.165.237.0-422.000,NA,270000000,270245000,Tidak
4191260,Pengawasan Teknik Pembangunan PJU I,12401906,2017-05-19,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Pascakualifikasi,Satu File,Biaya Terendah,APBD 2017,2017,204739080,145737000,Persentase,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,10,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,PT. Multikreasi Karya Utama,"Jl.Pasir Jaya XI No.19, Kel.Pasirluyu, Kec.Regol  - Bandung (Kota) - Jawa Barat",01.588.950.4-424.000,NA,135960000,135960000,Tidak
4397260,Belanja Bahan Baku Bangunan UPT Gedebage Tahap II,12808142,2017-08-02,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pengadaan Barang,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,381730000,328628000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Gedebage - Bandung (Kota),Perusahaan Kecil,25,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV.SEDERHANA,JL.GEGERKALONG TENGAH NO.71/173B  - Bandung (Kota) - Jawa Barat,01.482.761.2-423.000,NA,304381000,0,Tidak
4209260,Pemasangan Penerangan Jalan Umum 70 Watt Jl. Cigadung Selatan I,12430191,2017-06-02,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Lainnya,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,500451000,448053000,Gabungan Lump Sum dan Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Jl Cigadung Selatan I - Bandung (Kota),Perusahaan Kecil,56,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV Bagjawaluya,Jl. Jend H. Amirmachmud  No 122 Rt 001/004 Kel.Cibabat Kec Cimahi Utara Kota Cimahi  - Cimahi (Kota) - Jawa Barat,02.761.046.8-421.000,NA,374715500,374715500,Tidak
4355260,Perencanaan Teknik Pembangunan Jalan tembus SMP 58,12161479,2017-07-19,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,400000000,350406360,Persentase,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,36,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,PT. TATA BUMI KONSULTAN,JALAN TERATAI MEKAR NO 14 PANGHEGAR PERMAI - BANDUNG  - Bandung (Kota) - Jawa Barat,66.675.674.7-429.000,NA,0,0,Tidak
4297260,Peningkatan Jl. Pacuan Kuda I dan II,12123094,2017-06-22,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,319201000,269971000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,60,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV. CITRA RAYA,Jl. Kurdi Timur No. 23  - Bandung (Kota) - Jawa Barat,01.665.742.1-422.000,NA,227171349,227171349,Tidak
4242260,"Pemasangan Penerangan Jalan Umum 70 Watt Jl. Komp. Sawo Endah, Jl. Babakan Wadana",12437397,2017-06-02,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,1158526000,1118995000,Gabungan Lump Sum dan Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Jl Komplek Sawo Endah & Jl Babakan Wadana - Bandung (Kota),Perusahaan Kecil,77,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV Bangkit Sejahtera,Jl. Babakan muncang rt 01/11 kec cisarua kab bandung barat  - Bandung Barat (Kab.) - Jawa Barat,02.761.043.5-421.000,NA,932023100,0,Tidak
4460260,Belanja Bahan Baku Bangunan Wilayah Karees,12827700,2017-08-09,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pengadaan Barang,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,315497000,281513000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,UPT Karees - Bandung (Kota),Perusahaan Kecil,35,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV. DEWI SRI,"Komp. Riung Bandung, Blok I F, No.113  - Bandung (Kota) - Jawa Barat",01.499.682.1-429.000,NA,232881000,232881000,Tidak
4241260,Pemasangan Penerangan Jalan Umum 70 Watt Jl. Makam Caringin,12350614,2017-06-02,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,397984900,375557000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Ruas Jl Caringin s.d TPU Caringin - Bandung (Kota),Perusahaan Kecil,52,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV Bangkit Sejahtera,Jl. Babakan muncang rt 01/11 kec cisarua kab bandung barat  - Bandung Barat (Kab.) - Jawa Barat,02.761.043.5-421.000,NA,314451900,314451900,Tidak
4356260,Perencanaan Teknik Jalan Wil.Bojonagara,12160515,2017-07-19,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,350000000,334149600,Persentase,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,32,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,PT. GIRI AWAS,Jl. Cijagra I Komplek Pengairan No. 20 Bandung  - Bandung (Kota) - Jawa Barat,01.257.375.4-424.000,NA,0,0,Tidak
4357260,Perencanaan Teknik Jalan Wil.Cibeunying,12160591,2017-07-19,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,350000000,334149600,Persentase,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,34,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,PT. GIRI AWAS,Jl. Cijagra I Komplek Pengairan No. 20 Bandung  - Bandung (Kota) - Jawa Barat,01.257.375.4-424.000,NA,0,0,Tidak
4360260,Perencanaan Teknik Jalan Wil.Karees,12160664,2017-07-19,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,350000000,334149600,Persentase,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,36,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV. HENDRA CO,JL ARIA CIKONDANG GGJEMBAR II N0 34 CIANJUR  - Cianjur (Kab.) - Jawa Barat,01.450.806.3-406.000,NA,0,0,Tidak
4361260,Perencanaan Teknik Jalan Wil.Gedebage,12161313,2017-07-19,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,350000000,334149600,Persentase,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,36,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV. HENDRA CO,JL ARIA CIKONDANG GGJEMBAR II N0 34 CIANJUR  - Cianjur (Kab.) - Jawa Barat,01.450.806.3-406.000,NA,0,0,Tidak
4362260,Perencanaan Teknik Jalan Wil.Tegallega,12160724,2017-07-19,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,350000000,334149600,Persentase,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,33,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,cv. bagus darajat,KOMP KOPO PERMAI I BLOK V NO. 7 SUKAMENAK BANDUNG  - Bandung (Kab.) - Jawa Barat,01.778.444.8-445.000,NA,0,0,Tidak
4363260,Perencanaan Teknik Jalan Wil.Ujungberung,12160788,2017-07-19,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,350000000,334149600,Persentase,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,36,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,PT.KARPA,JL. SIDOMUKTI NO. 72 - BANDUNG  - Bandung (Kota) - Jawa Barat,01.130.956.4-423.000,NA,0,0,Tidak
4450260,Pekerjaan Pemasangan Penerangan Jalan Lingkungan (PJL) Jalan Aliyuda/Kp. Lio RW. 01 Kel. Rancaloa (Mulai Jl. Cipamokolan s/d Jl. Soekarno Hatta),12750235,2017-08-10,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,279811000,269723000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,18,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV. Meterindo Sammit,Jl. Merkuri Selatan IX No 5  - Bandung (Kota) - Jawa Barat,21.073.321.8-429.000,NA,258932000,0,Tidak
4206260,"Pemasangan Penerangan Jalan Umum 70 Watt Jl. Golf Timur IV, Jl. Golf I, Ters. Jl. Pesantren",12437382,2017-06-02,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,1132041000,1124145000,Gabungan Lump Sum dan Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,"Jl Golf Timur IV, Jl Golf I, Terusan Jalan Pesantren - Bandung (Kota)",Perusahaan Kecil,68,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV. Wilis Fhylosopia,Jl Cigending No.  113 Bandung  - Bandung (Kota) - Jawa Barat,31.471.147.4-429.000,NA,954044846,0,Tidak
4449260,Pekerjaan Pemasangan Penerangan Jalan Lingkungan (PJL) Jalan Kebonmanggu (Mulai Jl. Kalipah Apo s/d Jl. Pasirkoja),12750138,2017-08-09,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,221368000,214102000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,kota bandung - Bandung (Kota),Perusahaan Kecil,15,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,PT.CURUG KEMBAR MAS,JL.SARI INDAH I NO.2 KEL.BABAKAN SARI KEC.KIARACONDONG  - Bandung (Kota) - Jawa Barat,01.579.885.3-424.000,NA,204244000,0,Tidak
4446260,Pekerjaan Pemasangan Penerangan Jalan Lingkungan (PJL) Jalan CibogoTengah (Mulai Jl. Cibogo s/d Pasar Cibogo),12750182,2017-08-09,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,218369000,211192000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,NA,Perusahaan Kecil,15,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,PT. NABILA KARYA PRIMA,JL. PARAKANSAAT GRAND ANTAPANI TOWN HOUSE KAV-A NO. 3 RT.001/023  - Bandung (Kota) - Jawa Barat,31.526.384.8-429.000,NA,197705000,0,Tidak
4176260,Belanja Jasa Pengamanan Kantor,12319030,2017-05-12,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,644160000,644160000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Dinas Pekerjaan Umum - Bandung (Kota),Perusahaan Kecil,31,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,PT.IVGASA,GRAHA KARTIKA PRATAMA BLOK A2 NO. 2 RT 001/RW 014 BOJONG BARU BOJONG GEDE BOGOR JABAR  - Bogor (Kab.) - Jawa Barat,31.414.294.4-403.001,NA,629976892,0,Tidak
4225260,Pengawasan Teknik Pemeliharaan Jalan Wilayah Bojonegara,12123127,2017-05-30,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Pascakualifikasi,Satu File,Pagu Anggaran,APBD 2017,2017,92928000,92928000,Persentase,Tahun Tunggal,Pengadaan Tunggal,Wilayah Bojonagara Kota Bandung - Bandung (Kota),NA,21,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV.ERTIGA,Jl.Sukarajin II Gg.Sastrodiharjo III No.10 Bandung  - Bandung (Kota) - Jawa Barat,31.638.215.9-423.000,NA,0,0,Tidak
4227260,Pengawasan Teknik Pemeliharaan Jalan Wilayah Cibeunying,12123129,2017-05-30,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Pascakualifikasi,Satu File,Pagu Anggaran,APBD 2017,2017,127490000,127490000,Persentase,Tahun Tunggal,Pengadaan Tunggal,Wilayah Cibeunying Kota Bandung - Bandung (Kota),NA,25,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,cv. bagus darajat,KOMP KOPO PERMAI I BLOK V NO. 7 SUKAMENAK BANDUNG  - Bandung (Kab.) - Jawa Barat,01.778.444.8-445.000,NA,121110000,121110000,Tidak
4228260,Pengawasan Teknik Pemeliharaan Jalan Wilayah Ujung Berung & Gedebage,12123112,2017-05-30,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,436150000,436150000,Persentase,Tahun Tunggal,Pengadaan Tunggal,Wilayah Ujungberung dan Gedebage - Bandung (Kota),NA,25,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV.EMPAT PETULAI,Jl.Dipati Ukur No. 120 Bandung  - Bandung (Kota) - Jawa Barat,02.241.514.5-423.000,NA,0,0,Tidak
4229260,Pengawasan Teknik Pemeliharaan Jalan Wilayah Tegalega & Karees,12123116,2017-05-30,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,261690000,261690000,Persentase,Tahun Tunggal,Pengadaan Tunggal,Wilayah Tegalega dan Karees - Bandung (Kota),NA,26,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,CV. HENDRA CO,JL ARIA CIKONDANG GGJEMBAR II N0 34 CIANJUR  - Cianjur (Kab.) - Jawa Barat,01.450.806.3-406.000,NA,0,0,Tidak
4251260,Pengawasan Teknik Pembangunan Trotoar Wilayah Cibeunying 1,12584864,2017-06-09,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,790982000,790982000,Persentase,Tahun Tunggal,Pengadaan Tunggal,Wilayah Cibeunying Kota Bandung - Bandung (Kota),NA,24,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,PT. PURI DIMENSI,JL. Gading Utama AIII No.3  - Bandung (Kota) - Jawa Barat,01.822.790.0-441.000,NA,0,0,Tidak
4252260,Pengawasan Teknik Pembangunan Trotoar Wilayah Cibeunying 2,12584901,2017-06-09,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,494774000,494774000,Persentase,Tahun Tunggal,Pengadaan Tunggal,Wilayah Cibeunying Kota Bandung - Bandung (Kota),NA,25,Pemerintah Daerah Kota Bandung,DINAS PEKERJAAN UMUM,PT. ALOCITA MANDIRI,Jl. Pratista Barat 7 No. 4 Antapani Kidul  - Bandung (Kota) - Jawa Barat,01.555.547.7-429.000,NA,0,0,Tidak
